Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
11,"CS Whyte, GB Morrow, JL Mitchell…","Fibrinolytic abnormalities in acute respiratory distress syndrome (ARDS) and versatility of thrombolytic drugs to treat COVID‐19",2020,"… of Thrombosis and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/jth.14872","https://scholar.google.com/scholar?cites=10550085400075525873&as_sdt=2005&sciodt=0,5&hl=en",228,"2020-06-03 23:58:10","","","","",,,,,11,11.00,3,4,1,"… Indeed, these proinflammatory cytokines are used as biomarkers of ARDS and have been suggested to be important in progression of COVID-19 associated ARDS [28] … A hypercoagulable state exists in the lungs of ARDS patients, leading to the deposition of fibrin in the …"
0,"L Roncon, M Zuin, P Zonzin","Fibrinolysis in COVID-19 patients with hemodynamic unstable acute pulmonary embolism: yes or no?",2020,"Journal of Thrombosis and Thrombolysis","Springer","https://link.springer.com/content/pdf/10.1007/s11239-020-02131-6.pdf","",237,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,3,1,"… hypercoagulability in patients admitted to intensive care unit for acute respiratory failure. Thromb Haemost. https ://doi. org/10.1055/s-0040-17100 18 3. Marone EM, Rinaldi LF (2020) Upsurge of deep venous throm- bosis in patients affected by COVID-19: preliminary data and …"
0,"FL Wright, TO Vogler, EE Moore, HB Moore…","Fibrinolysis Shutdown Correlates to Thromboembolic Events in Severe COVID-19 Infection",2020,"Journal of the American …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1072751520304002","",56,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… COVID-19 causes not only hypercoagulability but also … The optimum medical therapy to address this hypercoagulable and fibrinolytic state is still unknown, however these results suggest the need to consider therapeutic anticoagulation and potentially tPA therapy to directly …"
6,"A Vuorio, GF Watts, PT Kovanen","Familial hypercholesterolaemia and COVID‐19: triggering of increased sustained cardiovascular risk",2020,"Journal of internal medicine","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/joim.13070","https://scholar.google.com/scholar?cites=7627969882894776007&as_sdt=2005&sciodt=0,5&hl=en",243,"2020-06-03 23:58:10","","","","",,,,,6,6.00,2,3,1,"… therefore may have a higher risk of an atherothrombotic event while suffering from COVID-19 and even after recovery. The potential synergism between viral infection and the resulting hypercoagulability related to increased lipoprotein(a) levels merits further investigation …"
0,"CL Maier, NA Barker, RM Sniecinski","Falsely low fibrinogen levels in COVID-19 patients on direct thrombin inhibitors",2020,"Anesthesia and Analgesia","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7219828/","",90,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,3,1,"… Given the hypercoagulability seen in COVID-19 patients, anticoagulation with low-molecular- weight heparin has been recommended by the International Society of Thrombosis and Hemostasis … The hypercoagulability caused by COVID-19 is still not wellunderstood …"
6,"PR Martins-Filho, CSS Tavares…","Factors associated with mortality in patients with COVID-19. A quantitative evidence synthesis of clinical and laboratory data",2020,"European journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7177074/","https://scholar.google.com/scholar?cites=3270055786275491883&as_sdt=2005&sciodt=0,5&hl=en",83,"2020-06-03 23:58:10","HTML","","","",,,,,6,6.00,2,3,1,"… Also, the presence of DIC was significantly associated with 27-fold increase in the risk of death in critical ill patients with COVID-19. It has been recommended the early initiation of IVIg and low molecular weight heparin (LMWH) therapy to alleviate the hypercoagulable state and …"
30,"CM Petrilli, SA Jones, J Yang, H Rajagopalan…","Factors associated with hospitalization and critical illness among 4,103 patients with COVID-19 disease in New York City",2020,"MedRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.04.08.20057794v1.abstract","https://scholar.google.com/scholar?cites=9721885196216909974&as_sdt=2005&sciodt=0,5&hl=en",377,"2020-06-03 23:58:10","","","","",,,,,30,30.00,6,5,1,"… typically found in sepsis is unknown. Some emerging case reports suggest that patients with critical Covid-19 disease are developing complications from hypercoagulability, 8 including both pulmonary emboli 31 and . CC-BY-NC …"
17,"DE Leisman, CS Deutschman, M Legrand","Facing COVID-19 in the ICU: vascular dysfunction, thrombosis, and dysregulated inflammation",2020,"Intensive Care Medicine","Springer","https://link.springer.com/content/pdf/10.1007/s00134-020-06059-6.pdf","https://scholar.google.com/scholar?cites=590991906239862320&as_sdt=2005&sciodt=0,5&hl=en",395,"2020-06-03 23:58:10","","","","",,,,,17,17.00,6,3,1,"… 8]. Vascular dis- ease may also explain massive D-dimer elevations, while antiphospholipid antibodies were recently reported in COVID-19 [9]. A constellation of multi-system organ involvement, low-grade inflammation, lymphopenia, hypercoagulability, and heterogenous …"
0,"ZIP CODE","FDA Approves Octapharma USA Investigational New Drug Application for Severe COVID-19 Patients",2020,"DRJ","drj.com","https://drj.com/industry_news/fda-approves-octapharma-usa-investigational-new-drug-application-for-severe-covid-19-patients/","",255,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,1,1,"… The World Health Organization (WHO) named the SARS-CoV-2 pandemic COVID-19 … Risk factors may include: advanced age, prolonged immobilization, hypercoagulable conditions, history of venous or arterial thrombosis, use of estrogens, indwelling vascular catheters …"
0,"SG Sansome, PF Lin","Eye care in the intensive care unit during the COVID-19 pandemic",2020,"British Journal of Hospital Medicine","magonlinelibrary.com","https://www.magonlinelibrary.com/doi/abs/10.12968/hmed.2020.0228","",310,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,2,1,"… pressure ventilation and/or prone positioning of ventilated patients, as seen in a number of COVID-19 patients … Painless visual loss (multiple causes), Retinal artery occlusion: Prone positioning, hypotension, arrhythmias, hypercoagulable state Ischaemic optic neuropathy: Prone …"
0,"CC Lai, WC Ko, PI Lee, SS Jean, PR Hsueh","Extra-respiratory manifestations of COVID-19",2020,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0924857920301874","",382,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… COVID-19 campus closures: see options for getting or retaining Remote Access to subscribed content. Download PDFDownload. Share. Export. Advanced. Elsevier … International Journal of Antimicrobial Agents. Extra-respiratory manifestations of COVID-19 …"
0,"XH Yang, RH Sun, MY Zhao, EZ Chen, J Liu…","Expert recommendations on blood purification treatment protocol for patients with severe COVID-19: Recommendation and consensus",2020,"Chronic Diseases and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2095882X20300372","",383,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,6,1,"… 15 , 19 (1). Patients with severe COVID-19 without a risk of bleeding: Patients with severe COVID-19 have a high risk of hypercoagulability. It has been reported that the activated partial thromboplastin time (APTT) and prothrombin …"
0,"JJ Ng, TRX Gan, JY Niam, RK Menon, P Ho…","Experience from a Singapore tertiary hospital with restructuring a vascular surgery practice in response to national and institutional policies during the COVID-19 …",2020,"Journal of Vascular …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0741521420312817","",241,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,6,1,"… patients. Thus far, we have not encountered any COVID-19 positive patient with clinical manifestations of a hypercoagulable state. It is possible that clinical manifestations of COVID-19 may differ between ethnicities. Various …"
0,"V Pavoni, L Gianesello, M Pazzi, C Stera…","Evaluation of coagulation function by rotation thromboelastometry in critically ill patients with severe COVID-19 pneumonia",2020,"Journal of Thrombosis …","Springer","https://link.springer.com/content/pdf/10.1007/s11239-020-02130-7.pdf","",61,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… moreover, whole blood thromboelastometry profiles were consistent with hypercoagulability characterized by … and in FIBTEM 29/40 patients (72.5%)]; however, this hypercoagulable state persists in … ROTEM analysis confirms that patients with severe COVID-19 pneumonia had a …"
0,"M Viecca, D Radovanovic, GB Forleo…","Enhanced platelet inhibition treatment improves hypoxemia in patients with severe Covid-19 and hypercoagulability. A case control, proof of concept study",2020,"Pharmacological Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S1043661820312585","",23,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"Patients affected by severe coronavirus induced disease-2019 (Covid-19) often experience hypoxemia due to alveolar involvement and endothelial dysfunction, which leads to the formation of micro thrombi in the pulmonary capillary vessels. Both hypoxemia and a …"
0,"S Deliwala, S Abdulhamid, MF Abusalih, MM Al-Qasmi…","Encephalopathy as the Sentinel Sign of a Cortical Stroke in a Patient Infected With Coronavirus Disease-19 (COVID-19)",2020,"Cureus","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7228791/","",97,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,5,1,"… changes in the region supplied by the right middle cerebral artery (MCA) consistent with a cortical stroke (Figure ​(Figure4).4). Follow up echocardiogram, and hypercoagulable workup was … COVID-19 is known to induce states of hypercoagulability by deranging …"
0,"L Breimer, M Li, L Olsson, HTA Camtö","En kartläggning av publicerade och pågående studier kring behovet av antikoagulantiaprofylax vid covid-19",2020,"","regionorebrolan.se","https://www.regionorebrolan.se/PageFiles/1248814/Profylax%20och%20behandling%20med%20antikoagulantia%20vid%20covid-19_publ.pdf","",420,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,4,1,"… COVID-19 drug treatment""[Supple- mentary Concept] OR ""COVID-19 serotherapy""[Supplementary Concept] OR ""COVID-19 vaccine … Abstract]) OR Heparin[- Title/Abstract]) OR coagulat*[Title/Abstract]) OR thromboprophylax*[Title/ Abstract]) OR hypercoagulability[Title/Abstract …"
0,"D Battaglini, C Robba, L Ball, FF Cruz…","Emerging therapies for COVID-19 pneumonia",2020,"Expert Opinion on …","Taylor & Francis","https://www.tandfonline.com/doi/full/10.1080/13543784.2020.1771694","",424,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… While we await the development of an effective vaccine, clinical trials should help define the best strategy to treat COVID-19 … 7. In parallel, a local and systemic immune response is now activated, and hypercoagulability ensues (modulated by corticosteroids and heparin) …"
0,"M Cancio, R Ciccocioppo, P Rocco, B Levine…","Emerging Trends in COVID-19 Treatment: Learning from Inflammatory Conditions Associated with Cellular Therapies",2020,"…","celltherapyjournal.org","https://www.celltherapyjournal.org/article/S1465-3249(20)30657-5/abstract","",330,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… of malaise, high fever, chills, anosmia, dysgeusia, and hypoxia combined with biochemical markers associated with inflammation and hypercoagulable state seem to … release may represent one of the most important negative prognostic factors in patients infected with COVID-19 …"
7,"T González‐Pinto, A Luna‐Rodríguez…","Emergency Room Neurology in times of COVID‐19: Malignant Ischemic Stroke and SARS‐COV2 Infection",2020,"European Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/ene.14286","https://scholar.google.com/scholar?cites=14128178551684647323&as_sdt=2005&sciodt=0,5&hl=en",119,"2020-06-03 23:58:10","","","","",,,,,7,7.00,2,3,1,"… thromboembolisms due to a hypercoagulable state, no matter the age of the patient. Thus, we want to increase the awareness of neurologists about severe forms of systemic ischemia and stroke in patients with signs of COVID infection in order to provide all patients with the …"
0,"SM Morrissey, AE Geller, X Hu, D Tieri, EA Cooke…","Emergence of Low-density Inflammatory Neutrophils Correlates with Hypercoagulable State and Disease Severity in COVID-19 Patients",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.05.22.20106724v1.abstract","",22,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,6,1,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a novel viral pathogen that causes a clinical disease called coronavirus disease 2019 (COVID-19). Approximately 20% of infected patients experience a severe manifestation of the disease, causing bilateral …"
0,"BH Foy, JCT Carlson, E Reinertsen, RP Valls…","Elevated RDW is Associated with Increased Mortality Risk in COVID-19",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.05.05.20091702v1.abstract","",360,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… tests reveals transient dynamics of human response to blood loss. Elife 2019; 8. 19. Spiezia L, Boscolo A, Poletto F, et al. COVID-19-Related Severe Hypercoagulability in Patients Admitted to Intensive Care Unit for Acute Respiratory Failure. Thrombosis and haemostasis 2020 …"
0,"IB Abdallah","Early experience in Paris with the impact of the COVID-19 pandemic on vascular surgery",2020,"Journal of Vascular Surgery","jvascsurg.org","https://www.jvascsurg.org/article/S0741-5214(20)31058-2/abstract","",133,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,1,1,"… 1 These vascular complications include 21 acute thrombosis of the abdominal aorta, carotid and peripheral arteries, and can be the revealing 22 symptom of Covid-19. The assumption of a Covid-19 related hypercoagulability is supported by 23 Page 4. 3 …"
0,"…, T Peters, RT Keays, ChelWest COVID-19 Consortium","Early detection of severe COVID-19 disease patterns define near real-time personalised care, bioseverity in males, and decelerating mortality rates.",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.05.08.20088393v1.abstract","",342,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,4,1,"1 VIZCAYCHIPI MP, SHOVLIN CL, HAYES M, SINGH S, CHRISTIE L, SISSON A, DAVIES R, LOCKIE C, HOWARD, A, BROWN A, MCCARTHY A, POPESCU M, GUPTA A, ARMSTRONG J, SAID H, PETERS T, KEAYS RT, AND THE CHELWEST COVID-19 CONSORTIUM …"
0,"Z Khodamoradi, SS Boogar, FKH Shirazi, P Kouhi","Early Release-COVID-19 and Acute Pulmonary Embolism in Postpartum Patient",,"wwwnc.cdc.gov","","https://wwwnc.cdc.gov/eid/article/26/8/20-1383_article?deliveryName=USCDC_333-DM28184","",178,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,4,,"… Because inflammation and coagulation are related, infected patients have hypercoagulable state (2). Virchow's … which contributes to thrombosis, has 3 factors: venous stasis, hypercoagulability, and endothelial … for deep vein thrombosis may be important for COVID-19–positive …"
0,"S Zayet, T Klopfenstein, R Kovẚcs, S Stancescu…","Early Release-Acute Cerebral Stroke with Multiple Infarctions and COVID-19, France, 2020",2020,"wwwnc.cdc.gov","","https://wwwnc.cdc.gov/eid/article/26/9/20-1791","",345,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,5,1,"… stroke prophylaxis. Given the increasing realization that COVID-19 might be associated with hypercoagulability, the concurrent presence of anticoagulation with direct oral anticoagulants should not be reassuring as preventive …"
0,"TT Low, R Cherian, SL Lim, B Chandra…","EXPRESS: Rethinking COVID-19 'pneumonia'–Is this primarily a vaso-occlusive disease, and can early anticoagulation save the ventilator famine?",2020,"Pulmonary …","journals.sagepub.com","https://journals.sagepub.com/doi/pdf/10.1177/2045894020931702","",207,"2020-06-03 23:58:10","PDF","","","",,,,,0,0.00,0,5,1,"… Autopsies in COVID-19 patients are not widely performed given the infection control precautions required to be … thrombotic microangiopathy restricted to the lungs12; fibrinous thrombi demonstrated in pulmonary microvasculature suggest a hypercoagulable state13-14; and …"
12,"HS Markus","EXPRESS: COVID-19 and Stroke-A Global World Stroke Organisation perspective",2020,"International Journal of Stroke","journals.sagepub.com","https://journals.sagepub.com/doi/pdf/10.1177/1747493020923472","https://scholar.google.com/scholar?cites=6168885061578772836&as_sdt=2005&sciodt=0,5&hl=en",413,"2020-06-03 23:58:10","","","","",,,,,12,12.00,12,1,1,"… A number of potential mechanisms by which COVID-19 might increase stroke risk have been identified, but not yet Page 3. DOI: 10.1177/1747493020923472 proven to increase risk. These include hypercoagulability as evidenced by raised D-dimer …"
2,"LM Buja, D Wolf, B Zhao, B Akkanti, M McDonald…","EMERGING SPECTRUM OF CARDIOPULMONARY PATHOLOGY OF THE CORONAVIRUS DISEASE 2019 (COVID-19): REPORT OF THREE AUTOPSIES FROM …",2020,"Cardiovascular …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1054880720300375","https://scholar.google.com/scholar?cites=4666935592123610973&as_sdt=2005&sciodt=0,5&hl=en",264,"2020-06-03 23:58:10","","","","",,,,,2,2.00,0,6,1,"… EMERGING SPECTRUM OF CARDIOPULMONARY PATHOLOGY OF THE CORONAVIRUS DISEASE 2019 (COVID-19): REPORT OF THREE AUTOPSIES FROM HOUSTON, TEXAS AND REVIEW OF AUTOPSY FINDINGS FROM OTHER UNITED STATES CITIES …"
0,"C Beyls, P Huette, O Abou Arab, P Berna…","ECMO for COVID-19 associated severe ARDS and risk of thrombosis",2020,"BJA: British Journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7198213/","",77,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,5,1,"… Keywords: acute respiratory distress syndrome, anticoagulation, COVID-19, extracorporeal membrane oxygenation, hypercoagulability, thrombosis. Copyright © 2020 British Journal of Anaesthesia. Published by Elsevier Ltd … A hypercoagulable state in COVID-19 infected …"
22,"L Zhang, X Yan, Q Fan, H Liu, X Liu…","D‐dimer levels on admission to predict in‐hospital mortality in patients with Covid‐19",2020,"… of Thrombosis and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/jth.14859","https://scholar.google.com/scholar?cites=8121530567164427506&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-06-03 23:58:10","","","","",,,,,22,22.00,4,6,1,"… should be considered even in the absence of other severity symptoms. Elevation of D-dimer indicated a hypercoagulable state in patient with Covid-19, which might be attributed to several reasons as follows. First, virus infections are usually accompanied by an …"
2,"A Sethi, A Swaminath, M Latorre, DS Behin…","Donning a new approach to the practice of gastroenterology: perspectives from the COVID-19 pandemic epicenter",2020,"Clinical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1542356520305280","https://scholar.google.com/scholar?cites=7946054130546867676&as_sdt=2005&sciodt=0,5&hl=en",219,"2020-06-03 23:58:10","","","","",,,,,2,2.00,0,5,1,"… Consideration should be given to the increasingly described hypercoagulable state seen in critically ill COVID patients. In patients who fit the criteria for anticoagulation we recommend continuing to follow guidelines such as those outlined by the ASGE in 2016.11 …"
0,"S Tufik, D Gozal, IA Ishikura, GN Pires…","Does obstructive sleep apnea lead to increased risk of COVID-19 infection and severity?",2020,"Journal of Clinical …","jcsm.aasm.org","https://jcsm.aasm.org/doi/pdf/10.5664/jcsm.8596","",365,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… act as a facilitator of SARS-CoV-2 infection, and once infection has occurred it could trigger a higher incidence of cardiovascular outcomes, such as arrhythmias, cardiac ischemia, and hypercoagulability states, leading to an unfavorable clinical progression. COVID-19 remains …"
0,"C Robba, D Battaglini, L Ball, M Loconte…","Distinct phenotypes require distinct respiratory management strategies in severe COVID-19",2020,"Respiratory Physiology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1569904820301130","",164,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,5,1,"… Respiratory Physiology & Neurobiology. Review. Distinct phenotypes require distinct respiratory management strategies in severe COVID-19 … implications for management. 1.1. Chest CT findings in COVID-19. Computed tomography (CT …"
0,"K Schultz, JM Wolf","Digital Ischemia in COVID-19 Patients: Case Report",2020,"The Journal of Hand Surgery","Elsevier","https://www.sciencedirect.com/science/article/pii/S0363502320302288","",66,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,2,1,"… Running Title: Digital Ischemia in COVID-19 Key Words: COVID-19; critical care; digital ischemia; hand; hypercoagulability Funding Sources: none … hypercoagulability may worsen disease prognosis in critically ill COVID-19 patients.3,7 39 40 …"
0,"P Suchonwanit, K Leerunyakul…","Diagnostic and prognostic values of cutaneous manifestations in COVID‐19",2020,"Dermatologic …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/dth.13650","",290,"2020-06-03 23:58:10","CITATION","","","",,,,,0,0.00,0,3,1,"… This article is protected by copyright. All rights reserved. Page 4. in critically ill patients with a systemic hypercoagulable state may indicate a poor prognosis.7,9 … with COVID-19, can be found in other diseases and therefore fail to provide specific clues for …"
0,"P Suchonwanit, K Leerunyakul…","Diagnostic and prognostic values of cutaneous manifestations in COVID‐19",2020,"Dermatologic …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/dth.13650","",309,"2020-06-03 23:58:10","CITATION","","","",,,,,0,0.00,0,3,1,"… This article is protected by copyright. All rights reserved. Page 4. in critically ill patients with a systemic hypercoagulable state may indicate a poor prognosis.7,9 … with COVID-19, can be found in other diseases and therefore fail to provide specific clues for …"
12,"M Oudkerk, HR Büller, D Kuijpers, N van Es…","Diagnosis, prevention, and treatment of thromboembolic complications in COVID-19: report of the National Institute for Public Health of the Netherlands",2020,"Radiology","pubs.rsna.org","https://pubs.rsna.org/doi/abs/10.1148/radiol.2020201629","https://scholar.google.com/scholar?cites=17231590452259663925&as_sdt=2005&sciodt=0,5&hl=en",435,"2020-06-03 23:58:10","","","","",,,,,12,12.00,2,5,1,"… In patients with COVID-19 admitted to the hospital, routine D-dimer testing on admission and serially during hospital stay should be … 4,000 µg/L, imaging for DVT or PE should be considered, in particular when signs suggestive of clinically-relevant hypercoagulability such as …"
1,"MR Rouhezamin, S Haseli","Diagnosing Pulmonary Thromboembolism in COVID-19: A Stepwise Clinical and Imaging Approach",2020,"Academic Radiology","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164893/","https://scholar.google.com/scholar?cites=17195174106772101081&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-06-03 23:58:10","HTML","","","",,,,,1,1.00,1,2,1,"… acute inflammatory state, hypoxia and endothelial cell dysfunction ( 2 ). The hypercoagulable state in COVID-19 has been confirmed in a study by Han et al, which revealed higher levels of D-dimer, fibrinogen and fibrinogen degradation products in comparison to control group …"
80,"W Guo, M Li, Y Dong, H Zhou, Z Zhang…","Diabetes is a risk factor for the progression and prognosis of COVID‐19",2020,"Diabetes/metabolism …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/dmrr.3319","https://scholar.google.com/scholar?cites=12285637602567110479&as_sdt=2005&sciodt=0,5&hl=en",6,"2020-06-03 23:58:10","","","","",,,,,80,80.00,13,6,1,"… We found that COVID‐19 patients without other comorbidities but with diabetes (n = 24) were at higher risk of severe pneumonia, release of tissue injury‐related enzymes, excessive uncontrolled inflammation responses and hypercoagulable state associated with dysregulation …"
0,"D Pitocco, L Viti, L Tartaglione, M Di Leo, GE Rizzo…","Diabetes and severity of COVID-19: what is the link?",2020,"Medical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306987720312378","",123,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,6,1,"… Diabetes could be a risk factor for severity in patients with Covid-19. Acute respiratory distress syndrome and Disseminated Intravascular Coagulation usually occur in the second week of the disease, concomitantly with cytokine storm and hypercoagulable state.[1] …"
1,"R Gupta, A Hussain, A Misra","Diabetes and COVID-19: evidence, current status and unanswered research questions",2020,"European journal of clinical nutrition","nature.com","https://www.nature.com/articles/s41430-020-0652-1","https://scholar.google.com/scholar?cites=9537011875930852843&as_sdt=2005&sciodt=0,5&hl=en",106,"2020-06-03 23:58:10","HTML","","","",,,,,1,1.00,0,3,1,"… Patients with diabetes who get coronavirus disease 2019 (COVID-19) are at risk of a severe disease course and mortality. Several factors especially the impaired immune response, heightened inflammatory response and hypercoagulable state contribute to the increased …"
0,"S Peric, TM Stulnig","Diabetes and COVID-19: Disease—Management—People",2020,"Wiener Klinische Wochenschrift","Springer","https://link.springer.com/content/pdf/10.1007/s00508-020-01672-3.pdf","",213,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,2,1,"… The D-dimer levels, which are strongly linked to a higher mortality in COVID-19 [24], are significantly higher in patients with diabetes indicating a disposi- tion to a hypercoagulable state [16]. One of the first reports on COVID-19 patients re- vealed that diabetes patients were at …"
2,"M Rogosnitzky, E Berkowitz…","Delivering Benefits at Speed through Real-World Repurposing of Off-Patent Drugs: The COVID-19 Pandemic as a Case in Point",2020,"JMIR Public Health and …","publichealth.jmir.org","https://publichealth.jmir.org/2020/2/e19199/?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JMIR_TrendMD_1","https://scholar.google.com/scholar?cites=13296599661208043997&as_sdt=2005&sciodt=0,5&hl=en",89,"2020-06-03 23:58:10","HTML","","","",,,,,2,2.00,1,3,1,"… to address the dangerous hypercoagulability seen in many patients with COVID-19. Indeed, fibrates have demonstrated anticoagulant and cardiovascular protective effects in patients with metabolic syndrome [53], which represents a hypercoagulable state accompanied by …"
0,"PC Nauka, E Oran, S Chekuri","Deep venous thrombosis in a non-critically ill patient with novel COVID-19 infection",2020,"Thrombosis Research","thrombosisresearch.com","https://www.thrombosisresearch.com/article/S0049-3848(20)30187-0/abstract","",148,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,3,1,"… [5] L. Spiezia, A. Boscolo, F. Poletto, L. Cerruti, I. Tiberio, E. Campello, P. Navalesi, P. Simioni, COVID-19-Related Severe Hypercoagulability in Patients Admitted to Intensive Care Unit for Acute Respiratory Failure, Thromb Haemost (2020) …"
0,"L Zhang, X Feng, D Zhang, C Jiang, H Mei, J Wang…","Deep Vein Thrombosis in Hospitalized Patients with Coronavirus Disease 2019 (COVID-19) in Wuhan, China: Prevalence, Risk Factors, and Outcome",2020,"Circulation","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/CIRCULATIONAHA.120.046702","",331,"2020-06-03 23:58:10","","","","",,,,,0,0.00,0,7,1,"… that individual thromboprophylaxis therapy be considered. COVID-19 can lead to respiratory and systemic viral infection, inflammatory response and a hypercoagulable state, noninvasive or invasive mechanical ventilation, intubation …"
22,"M Zhan, Y Qin, X Xue, S Zhu","Death from Covid-19 of 23 health care workers in China",2020,"New England Journal of Medicine","Mass Medical Soc","https://www.nejm.org/doi/full/10.1056/NEJMc2005696","https://scholar.google.com/scholar?cites=16393841819270643927&as_sdt=2005&sciodt=0,5&hl=en",396,"2020-06-03 23:58:10","HTML","","","",,,,,22,22.00,6,4,1,"Death from Covid-19 of Health Workers in China This report describes the deaths from Covid-19 of 23 health care workers, including physicians, surgeons, a nurse, and an electrocardiography technici..."
0,"MN Singleton, EM Soffin","Daring discourse: are we ready to recommend neuraxial anesthesia and peripheral nerve blocks during the COVID-19 pandemic? A pro-con",2020,"Regional Anesthesia & Pain Medicine","rapm.bmj.com","https://rapm.bmj.com/content/early/2020/05/23/rapm-2020-101653?utm_content=americas&utm_campaign=usage&utm_medium=cpc&utm_source=trendmd","",253,"2020-06-03 23:58:10","HTML","","","",,,,,0,0.00,0,2,1,"… preserve respiratory function and minimize postoperative pulmonary complications.1 8 Additionally, hypercoagulable state is increasingly recognized as a feature of COVID-19, and neuraxial anesthesia has been demonstrated to reduce the risk of venous thromboembolism.1 8 …"
11,"J Zhang, B Xie, K Hashimoto","Current status of potential therapeutic candidates for the COVID-19 crisis",2020,"Brain, Behavior, and Immunity","Elsevier","https://www.sciencedirect.com/science/article/pii/S0889159120305894","https://scholar.google.com/scholar?cites=18280320107765041896&as_sdt=2005&sciodt=0,5&hl=en",437,"2020-06-03 23:58:10","","","","",,,,,11,11.00,4,3,1,""
1,"AK Gupta, H Jneid, D Addison, H Ardehali…","Current perspectives on Coronavirus 2019 (COVID‐19) and cardiovascular disease: A white paper by the JAHA editors",2020,"Journal of the …","Am Heart Assoc","https://www.ahajournals.org/doi/abs/10.1161/JAHA.120.017013","https://scholar.google.com/scholar?cites=8512192316466294827&as_sdt=2005&sciodt=0,5&hl=en",324,"2020-06-03 23:58:10","","","","",,,,,1,1.00,0,5,1,"… elevated inflammatory markers in several cohorts,6, 7 suggesting direct myocardial inflammatory damage due to myocarditis.4 This could also reflect a hypercoagulable state … Elevated troponin levels also have a strong prognostic implication in those with COVID-19 disease …"
